Region,Site,Species,Responsible_Researcher,Patch_id,Dominate_patch_species,Start_date_2013,End_date_2013,Beging_season_vasc_2013,End_season_vasc_2013,HWT_begin_season_2013,HWT_end_season_2013,Capitula_weight_2013_g,No_capitula_2013,Stem_weight_2013_g_per_3cm,Area_2013,Patch_coord_lat,Patch_coord_lon,bulk_dens_kg_per_m_3_2013,LI13_wire1,LI13_wire2,LI13_wire3,LI13_wire4,LI13_wire5,LI13_wire6,LI13_wire7,LI13_wire8,prod_2013_wire1_g_per_m2_yr,prod_2013_wire2_g_per_m2_yr,prod_2013_wire3_g_per_m2_yr,prod_2013_wire4_g_per_m2_yr,prod_2013_wire5_g_per_m2_yr,prod_2013_wire6_g_per_m2_yr,prod_2013_wire7_g_per_m2_yr,prod_2013_wire8_g_per_m2_yr,second_year_start_2014,second_year_end_2014,Beging_season_vasc_2014,End_season_vasc_2014,HWT_begin_season_2014,HWT_end_season_2014,Capitula_weight_2014,No_capitula_2014,Stem_weight_2014,Area_2014,bulk_dens_kg_per_m_3_2014,LI14_wire1,LI14_wire2,LI14_wire3,LI14_wire4,prod_2014_wire1_g_per_m2_yr,prod_2014_wire2_g_per_m2_yr,prod_2014_wire3_g_per_m2_yr,prod_2014_wire4_g_per_m2_yr,third_year_start_2015,third_year_end_2015,Beging_season_vasc_2015,End_season_vasc_2015,HWT_begin_season_2015,HWT_end_season_2015,Capitula_weight_2015,No_capitula_2015,Stem_weight_2015,Area_2015,iso_18O_2013,iso_13C_2013,iso_13C_2014,iso_18O_2014,element_comment,element_sampling_year,N_per,C_per,Al_mg_kg,B_mg_kg,Ca_per,Cd_mg_kg,Cr_mg_kg,Cu_mg_kg,Fe_mg_kg,K_per,Mg_per,Mn_mg_kg,Na__mg_kg,Ni_mg_kg,P_per,Zn_mg_kg,orgOrder,temp13,temp14,temp15,evap13,evap14,evap15,precip13,precip14,precip15,norain13.mean,norain14.mean,norain15.mean,norain13.max,norain14.max,norain15.max,par13,par14,par15,googlemap_elevation_masl,ndep_Lamarque2013,LI13,LI14,Prod13,Prod14,days2013,days2014,prod_per_day2013,prod_per_day2014,LI_per_day2013,LI_per_day2014,BD13,BD14,num.den13,num.den14,ndep_Lam13,CN,NP,HWT13,HWT14,cover13,cover14,prec_d13,prec_d14,par_d13,par_d14,ev_d13,ev_d14
"Canada, ON (NW)",Savanne,S.fuscum,Gustaf Granath,1,"Moss: S.fusc,  Shrub:  Kalmia polifolia, Grass/Sedge: Carex pauciflora, Equisetum fluvatile",2013-05-28,2013-09-29,,6.4,37,51,0.8342,374,1.8131,70.84625,48.954,-90.23306,8.5306797,30,42,27,,,,,,255.920391,358.2885474,230.3283519,,,,,,2014-05-22,2014-10-09,,,26,41,1.3,294,2.172,78.5,9.222929936,10,45,37,,92.22929936,415.0318471,341.2484076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.36,14.58,,420.577,471.243,,408.36,486.5902723,,3.2273,2.5333,,11,7,,1109.073387,1155.504583,,459,0.479,33,30.6666666666667,281.5124301,282.83651802,124,140,2.27026153306452,2.020260843,0.266129032258065,0.219047619047619,8.5306797,9.222929936,5.27903735201228,3.74522292993631,0.479,,,44,33.5,6.4,,3.29322580645161,3.47564480214286,8.94414021774194,8.25360416428571,3.39175,3.36602142857143
"Canada, ON (NW)",Savanne,S.fuscum,Gustaf Granath,2,"Moss: S.fusc,  Shrub:  Chamaedaphne calyculata, Grass/Sedge: Carex pauciflora",2013-05-28,2013-09-29,,15,34,42,1.1441,232,2.6248,70.84625,48.954,-90.23306,12.34974799,3,9,16,,,,,,37.04924396,111.1477319,197.5959678,,,,,,2014-05-22,2014-10-09,,,25,49,1.056,236,2.712,78.5,11.51592357,25,11,12,,287.8980892,126.6751592,138.1910828,,,,,,,,,,,,20.69384601,-28.72329354,,,,2014,0.873,47.705,213,17,0.159,0.02,2.14,2.29,307,0.273,0.04,705,218,1.07,0.051,17,2,16.36,14.58,,420.577,471.243,,408.36,486.5902723,,3.2273,2.5333,,11,7,,1109.073387,1155.504583,,459,0.479,9.33333333333333,16,115.264314553333,184.254777066667,124,140,0.929550923817204,1.31610555047619,0.075268817204301,0.114285714285714,12.34974799,11.51592357,3.27469696702366,3.00636942675159,0.479,54.6449026345934,17.1176470588235,38,37,15,,3.29322580645161,3.47564480214286,8.94414021774194,8.25360416428571,3.39175,3.36602142857143
"Canada, ON (NW)",Savanne,S.fuscum,Gustaf Granath,3,"Moss: S.fusc,  Shrub:  Chamaedaphne calyculata, Grass/Sedge: Carex magellanicum, tree: Picea mariana",2013-05-28,2013-09-29,,18.24,32,41,0.9374,192,3.3385,70.84625,48.954,-90.23306,15.70772389,27,-1,26,,,,,,424.1085449,-15.70772389,408.400821,,,,,,2014-05-22,2014-10-09,,,31,57,1.296,236,3.046,78.5,12.93418259,9,17,39,,116.4076433,219.881104,504.433121,,,,,,,,,,,,,,,,,2014,0.962,48.115,122,14,0.213,0.02,0.98,2.34,161,0.567,0.071,587,143,0.65,0.065,20,3,16.36,14.58,,420.577,471.243,,408.36,486.5902723,,3.2273,2.5333,,11,7,,1109.073387,1155.504583,,459,0.479,17.3333333333333,21.6666666666667,272.267214003333,280.240622766667,124,140,2.19570333873656,2.00171873404762,0.139784946236559,0.154761904761905,15.70772389,12.93418259,2.71009404167475,3.00636942675159,0.479,50.0155925155925,14.8,36.5,44,18.24,,3.29322580645161,3.47564480214286,8.94414021774194,8.25360416428571,3.39175,3.36602142857143
"Canada, ON (NW)",Savanne,S.magellanicum,Gustaf Granath,4,"Moss: S.mag,  Shrub:  Kalmia polifolia, Ledum groenlandicum, Grass/Sedge: Carex magellanicum, tree: Betula pumila",2013-05-28,2013-09-29,,9.76,32,42,0.7697,110,1.2519,70.84625,48.954,-90.23306,5.890220019,21,23,17,,,,,,123.6946204,135.4750604,100.1337403,,,,,,2014-05-22,2014-10-09,,,33,56,1.705,160,3.052,78.5,12.9596603,33,29,24,,427.6687898,375.8301486,311.0318471,,,,,,,,,,,,18.65766748,-28.7385981,,,,2014,0.865,47.166,156,12,0.213,0.04,1.39,2.64,229,0.527,0.107,592,183,0.71,0.068,33,4,16.36,14.58,,420.577,471.243,,408.36,486.5902723,,3.2273,2.5333,,11,7,,1109.073387,1155.504583,,459,0.479,20.3333333333333,28.6666666666667,119.767807033333,371.510261833333,124,140,0.96586941155914,2.65364472738095,0.163978494623656,0.204761904761905,5.890220019,12.9596603,1.55265804470949,2.03821656050955,0.479,54.5271676300578,12.7205882352941,37,44.5,9.76,,3.29322580645161,3.47564480214286,8.94414021774194,8.25360416428571,3.39175,3.36602142857143
"Canada, ON (NW)",Savanne,S.fuscum,Gustaf Granath,5,"Moss: S.fusc,  Shrub:  Chamaedaphne calyculata,Kalmia polifolia, Grass/Sedge: Carex magellanicum, tree: Salix pedicellaris",2013-05-28,2013-09-29,,3.48,31,40,1.5156,254.3625,3.024,78.5,48.954,-90.23306,12.84076433,0,11,24,,,,,,0,141.2484076,308.1783439,,,,,,2014-05-23,2014-10-10,,,28,54,1.048,275,3.78,78.5,16.05095541,15,19,4,,240.7643312,304.9681529,64.20382166,,,,,,,,,,,,19.95862133,-28.98827249,,,,,,,,,,,,,,,,,,,,,5,16.36,14.54,,420.577,469.929,,408.36,485.8308303,,3.2273,2.5333,,11,7,,1109.073387,1151.591184,,459,0.479,11.6666666666667,12.6666666666667,149.808917166667,203.31210192,124,140,1.20813642876344,1.45222929942857,0.094086021505376,0.090476190476191,12.84076433,16.05095541,3.24028662420382,3.5031847133758,0.479,,,35.5,41,3.48,,3.29322580645161,3.47022021642857,8.94414021774194,8.22565131428571,3.39175,3.35663571428571
"Canada, ON (NW)",Savanne,S.magellanicum,Gustaf Granath,6,"Moss: S.mag,  Shrub: Ledum groenlandicum, Kalmia polifolia, Grass/Sedge: Carex magellanicum, tree: Picea mariana",2013-05-28,2013-09-29,,3.76,27,34,0.9022,80,1.1714,78.5,48.954,-90.23306,4.974097665,28,21,21,,,,,,139.2747346,104.456051,104.456051,,,,,,2014-05-23,2014-10-10,,,15,45,1.196,96,2.57,78.5,10.91295117,20,25,14,,218.2590234,272.8237792,152.7813163,,,,,,,,,,,,19.12860395,-28.58953702,,,,2014,0.885,46.987,164,17,0.289,0.04,0.69,2.64,215,0.519,0.12,503,322,0.73,0.064,35,6,16.36,14.54,,420.577,469.929,,408.36,485.8308303,,3.2273,2.5333,,11,7,,1109.073387,1151.591184,,459,0.479,23.3333333333333,19.6666666666667,116.062278866667,214.621372966667,124,140,0.935986119892473,1.53300980690476,0.188172043010753,0.14047619047619,4.974097665,10.91295117,1.01910828025478,1.22292993630573,0.479,53.0926553672316,13.828125,30.5,30,3.76,,3.29322580645161,3.47022021642857,8.94414021774194,8.22565131428571,3.39175,3.35663571428571
"Canada, ON (NW)",Savanne,S.magellanicum,Gustaf Granath,7,"Moss: S.mag,  Shrub:  Chamaedaphne calyculata, Grass/Sedge: Carex magellanicum, tree: Picea mariana",2013-05-28,2013-09-29,,5.24,16,28,0.7506,121,1.3548,78.5,48.954,-90.23306,5.752866242,33,3,48,,,,,,189.844586,17.25859873,276.1375796,,,,,,2014-05-23,2014-10-10,,,29,48,1.506,193,2.614,78.5,11.09978769,31,36,46,,344.0934183,399.5923567,510.5902335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16.36,14.54,,420.577,469.929,,408.36,485.8308303,,3.2273,2.5333,,11,7,,1109.073387,1151.591184,,459,0.479,28,37.6666666666667,161.080254776667,418.092002833333,124,140,1.29903431271505,2.98637144880952,0.225806451612903,0.269047619047619,5.752866242,11.09978769,1.54140127388535,2.45859872611465,0.479,,,22,38.5,5.24,,3.29322580645161,3.47022021642857,8.94414021774194,8.22565131428571,3.39175,3.35663571428571
"Canada, ON (NW)",Savanne,S.magellanicum,Gustaf Granath,8,"Moss: S.mag,  Shrub: Ledum groenlandicum, Chamaedaphne calyculata, Grass/Sedge: Carex magellanicum, tree: Larix laricina",2013-05-28,2013-09-29,,2.24,23,27,0.7619,90,1.4373,78.5,48.954,-90.23306,6.103184713,23,18,30,,,,,,140.3732484,109.8573248,183.0955414,,,,,,2014-05-23,2014-10-10,,,28,33,1.022,113,2.528,78.5,10.73460722,28,18,24,,300.5690021,193.2229299,257.6305732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16.36,14.54,,420.577,469.929,,408.36,485.8308303,,3.2273,2.5333,,11,7,,1109.073387,1151.591184,,459,0.479,23.6666666666667,23.3333333333333,144.4420382,250.4741684,124,140,1.16485514677419,1.78910120285714,0.190860215053763,0.166666666666667,6.103184713,10.73460722,1.14649681528662,1.43949044585987,0.479,,,25,30.5,2.24,,3.29322580645161,3.47022021642857,8.94414021774194,8.22565131428571,3.39175,3.35663571428571
"Canada, ON (NW)",Raith,S.fuscum,Gustaf Granath,1,"Moss: S.fusc,  Shrub: Ledum groenlandicum, Kalmia polifolia, tree: Picea mariana",2013-05-28,2013-09-30,,58.6,38,31,0.5951,246.20375,2.8204,70.84625,48.85354,-89.95639,13.27005076,26,29,27,,,,,,345.0213196,384.8314719,358.2913704,,,,,,2014-05-24,2014-10-11,,,26,41,1.167,216,2.579,78.5,10.95116773,46,6,64,,503.7537155,65.70700637,700.8747346,,,,,,,,,,,,18.36860285,-29.9211305,,,,2014,0.935,47.963,138,14,0.284,0.04,1.53,2.74,199,0.572,0.083,421,229,0.92,0.054,23,9,16.35,14.47,,422.668,467.609,,408.395,485.8446515,,3.1304,2.6207,,11,7,,1114.891626,1145.389813,,475,0.468,27.3333333333333,38.6666666666667,362.714720633333,423.445152156667,125,140,2.90171776506667,3.02460822969048,0.218666666666667,0.276190476190476,13.27005076,10.95116773,3.47518393704677,2.7515923566879,0.468,51.2973262032086,17.3148148148148,34.5,33.5,58.6,,3.26716,3.47031893928571,8.919133008,8.18135580714286,3.381344,3.34006428571429
"Canada, ON (NW)",Raith,S.fuscum,Gustaf Granath,2,"Moss: S.fusc,  Shrub: Ledum groenlandicum,  Grass/Sedge: Carex oligosperma",2013-05-28,2013-09-30,,27.4,35,36,0.9991,166.4975,2.3901,70.84625,48.85354,-89.95639,11.24547877,3,30,17,,,,,,33.7364363,337.364363,191.173139,,,,,,2014-05-24,2014-10-11,,,24,32,1.193,137,2.007,78.5,8.522292994,3,,,,25.56687898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16.35,14.47,,422.668,467.609,,408.395,485.8446515,,3.1304,2.6207,,11,7,,1114.891626,1145.389813,,475,0.468,16.6666666666667,3,187.4246461,25.56687898,125,140,1.4993971688,0.182620564142857,0.133333333333333,0.021428571428571,11.24547877,8.522292994,2.35012438908199,1.74522292993631,0.468,,,35.5,28,27.4,,3.26716,3.47031893928571,8.919133008,8.18135580714286,3.381344,3.34006428571429
"Canada, ON (NW)",Raith,S.fuscum,Gustaf Granath,3,"Moss: S.fusc,  Shrub:  Chamaedaphne calyculata,Kalmia polifolia, Grass/Sedge: Carex oligosperma , tree: Picea mariana",2013-05-28,2013-09-30,,9.04,32,26,0.8107,320.59625,2.5939,70.84625,48.85354,-89.95639,12.20436273,31,12,15,,,,,,378.3352447,146.4523528,183.065441,,,,,,2014-05-24,2014-10-11,,,28,35,1.604,236,3.84,78.5,16.30573248,,29,,,,472.866242,,,,,,,,,,,,,21.07575191,-27.95625127,,,,2014,0.94,48.22,206,13,0.183,0,1.11,2.82,235,0.454,0.054,404,319,0.69,0.041,15,11,16.35,14.47,,422.668,467.609,,408.395,485.8446515,,3.1304,2.6207,,11,7,,1114.891626,1145.389813,,475,0.468,19.3333333333333,29,235.951012833333,472.866242,125,140,1.88760810266667,3.37761601428571,0.154666666666667,0.207142857142857,12.20436273,16.30573248,4.52523951514724,3.00636942675159,0.468,51.2978723404255,22.9268292682927,29,31.5,9.04,,3.26716,3.47031893928571,8.919133008,8.18135580714286,3.381344,3.34006428571429
"Canada, ON (NW)",Raith,S.fuscum,Gustaf Granath,4,"Moss: S.fusc,  Shrub: Adromeda polifolia, Chamaedaphne calyculata, Grass/Sedge: Carex oligosperma",2013-05-28,2013-09-30,,24.2,36,39,0.9395,203.69375,2.3509,69.3626,48.85354,-89.95639,11.29763494,44,3,20,,,,,,497.0959374,33.89290482,225.9526988,,,,,,2014-05-24,2014-10-11,,,30,35,1.722,236,4.1,78.5,17.40976645,13,16,21,,226.3269639,278.5562633,365.6050955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16.35,14.47,,422.668,467.609,,408.395,485.8446515,,3.1304,2.6207,,11,7,,1114.891626,1145.389813,,475,0.468,22.3333333333333,16.6666666666667,252.313847006667,290.162774233333,125,140,2.01851077605333,2.07259124452381,0.178666666666667,0.119047619047619,11.29763494,17.40976645,2.93665101942545,3.00636942675159,0.468,,,37.5,32.5,24.2,,3.26716,3.47031893928571,8.919133008,8.18135580714286,3.381344,3.34006428571429
"Canada, ON (NW)",Raith,S.magellanicum,Gustaf Granath,5,"Moss: S.mag,  Shrub: Adromeda polifolia, Ledum groenlandicum, Grass/Sedge: Carex oligosperma, Tree: Larix laricina",2013-05-28,2013-09-30,,12,25,15,0.8808,89,1.5294,78.5,48.85354,-89.95639,6.494267516,44,49,,,,,,,285.7477707,318.2191083,,,,,,,2014-05-25,2014-10-12,,,23,26,0.916,102,1.312,78.5,5.571125265,,,,,,,,,,,,,,,,,,,18.34405963,-30.09458219,,,,2014,0.799,47.567,162,15,0.256,0.05,1.32,2.98,270,0.544,0.084,390,406,1.15,0.056,49,13,16.35,14.41,,422.668,465.581,,408.395,484.6992092,,3.1304,2.6552,,11,7,,1114.891626,1141.565421,,475,0.468,46.5,,301.9834395,,125,140,2.415867516,,0.372,,6.494267516,5.571125265,1.13375796178344,1.29936305732484,0.468,59.5331664580726,14.2678571428571,20,24.5,12,,3.26716,3.46213720857143,8.919133008,8.15403872142857,3.381344,3.32557857142857
"Canada, ON (NW)",Raith,S.magellanicum,Gustaf Granath,6,"Moss: S.mag,  Shrub:  Ledum groenlandicum, Chamaedaphne calyculata Grass/Sedge: Carex oligosperma",2013-05-28,2013-09-30,,22.4,22,20,0.8504,110,1.8779,78.5,48.85354,-89.95639,7.974097665,30,24,,,,,,,239.2229299,191.3783439,,,,,,,2014-05-25,2014-10-12,,,25,31,0.772,54,2.092,78.5,8.883227176,18,6,31,,159.8980892,53.29936306,275.3800425,,,,,,,,,,,,,,,,,2014,1.041,47.457,355,18,0.335,0.07,2.09,4.41,436,0.432,0.11,456,184,1.04,0.075,36,14,16.35,14.41,,422.668,465.581,,408.395,484.6992092,,3.1304,2.6552,,11,7,,1114.891626,1141.565421,,475,0.468,27,18.3333333333333,215.3006369,162.85916492,125,140,1.7224050952,1.16327974942857,0.216,0.130952380952381,7.974097665,8.883227176,1.40127388535032,0.687898089171974,0.468,45.5878962536023,13.88,21,28,22.4,,3.26716,3.46213720857143,8.919133008,8.15403872142857,3.381344,3.32557857142857
"Canada, ON (NW)",Raith,S.magellanicum,Gustaf Granath,7,"Moss: S.mag,  Shrub:  Ledum groenlandicum, Kalmia polifolia, Grass/Sedge: Carex oligosperma",2013-05-28,2013-09-30,,25.64,35,28,0.5703,108,1.3995,63.585,48.85354,-89.95639,7.336635999,18,25,21,,,,,,132.059448,183.4159,154.069356,,,,,,2014-05-25,2014-10-12,,,23,38,,,,,,9,3,,,,,,,,,,,,,,,,,18.31281524,-29.56954926,,,,,,,,,,,,,,,,,,,,,15,16.35,14.41,,422.668,465.581,,408.395,484.6992092,,3.1304,2.6552,,11,7,,1114.891626,1141.565421,,475,0.468,21.3333333333333,6,156.514901333333,,125,140,1.25211921066667,,0.170666666666667,0.042857142857143,7.336635999,,1.69851380042463,,0.468,,,31.5,30.5,25.64,,3.26716,3.46213720857143,8.919133008,8.15403872142857,3.381344,3.32557857142857
"Canada, ON (NW)",Raith,S.magellanicum,Gustaf Granath,8,"Moss: S.mag,  Shrub:  Chamaedaphne calyculata, Ledum groenlandicum, Grass/Sedge: Carex oligosperma, tree: Picea mariana",2013-05-28,2013-09-30,,42.8,19,28,0.6942,100,1.6275,70.84625,48.85354,-89.95639,7.657427175,13,24,3,,,,,,99.54655328,183.7782522,22.97228153,,,,,,2014-05-25,2014-10-12,,,22,35,0.514,68,1.111,78.5,4.717622081,19,30,,,89.63481953,141.5286624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16.35,14.41,,422.668,465.581,,408.395,484.6992092,,3.1304,2.6552,,11,7,,1114.891626,1141.565421,,475,0.468,13.3333333333333,24.5,102.099029003333,115.581740965,125,140,0.816792232026667,0.825583864035714,0.106666666666667,0.175,7.657427175,4.717622081,1.41150731337227,0.866242038216561,0.468,,,23.5,28.5,42.8,,3.26716,3.46213720857143,8.919133008,8.15403872142857,3.381344,3.32557857142857
"Canada, ON (S)",Puslinch_bog,S.fuscum,Gustaf Granath,1,"Moss: S.fusc, S. mag, Grass/Sedge: Eur. Vag, Shrub:  Chamaedaphne calyculata, Oxycoccus oxycoccus",2013-04-24,2013-10-31,20,25,22,35,0.8,204,3.1266,70.84625,43.407924,-80.263684,14.71072922,7,,8,,,,,,102.9751045,,117.6858338,,,,,,2014-06-04,2014-10-27,,15,35.5,48,1.081,255,2.16,78.5,9.171974522,31,51,29,,284.3312102,467.7707006,265.9872611,,,,,,,,,,,,20.8901918,-30.34353637,,,,2014,0.878,48.215,109,11,0.289,0.1,0.88,4.34,107,0.479,0.082,323,303,0.68,0.045,35,17,17.31,18.12,,556.894,388.226,,578.391,411.9185694,,3.1333,2.5625,,10,8,,1628.153279,1237.389482,,303.784,1.179,7.5,37,110.33046915,339.3630573,190,145,0.580686679736842,2.34043487793103,0.039473684210526,0.255172413793103,14.71072922,9.171974522,2.87947491927943,3.2484076433121,1.179,54.9145785876993,19.5111111111111,28.5,41.75,22.5,15,3.04416315789474,2.84081772,8.56922778421053,8.53372056551724,2.93102105263158,2.67742068965517
"Canada, ON (S)",Puslinch_bog,S.fuscum,Gustaf Granath,2,"Moss: S.fusc, Shrub:  Chamaedaphne calyculata, Rhododendron groenlandicum",2013-04-24,2013-10-31,25,30,38,48,0.9727,269.1428571,3.3296,78.5,43.408014,-80.263905,14.13842887,15,7,21,,,,,,212.0764331,98.96900212,296.9070064,,,,,,2014-06-04,2014-10-27,,15,36.5,45,1.754,271,3.819,78.5,16.21656051,12,,45,,194.5987261,,729.7452229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17.31,18.12,,556.894,388.226,,578.391,411.9185694,,3.1333,2.5625,,10,8,,1628.153279,1237.389482,,303.997,1.179,14.3333333333333,28.5,202.650813873333,462.1719745,190,145,1.06658323091228,3.18739292758621,0.075438596491228,0.196551724137931,14.13842887,16.21656051,3.42857142802548,3.45222929936306,1.179,,,43,40.75,27.5,15,3.04416315789474,2.84081772,8.56922778421053,8.53372056551724,2.93102105263158,2.67742068965517
"Canada, ON (S)",Puslinch_bog,S.fuscum,Gustaf Granath,3,"Moss: S.fusc, Polytricum, Shrub:  Chamaedaphne calyculata",2013-04-24,2013-10-31,30,35,30,35,0.873,180,3.4555,70.84625,43.408201,-80.264392,16.25821174,15,24,8,,,,,,243.8731761,390.1970817,130.0656939,,,,,,2014-06-04,2014-10-27,,25,35.5,50,0.948,236,2.246,78.5,9.537154989,35,73,29,,333.8004246,696.2123142,276.5774947,,,,,,,,,,,,20.56259484,-29.056598,,,,2014,0.834,48.469,144,11,0.243,0.03,1.06,3.34,141,0.388,0.072,283,247,0.69,0.035,32,19,17.31,18.12,,556.894,388.226,,578.391,411.9185694,,3.1333,2.5625,,10,8,,1628.153279,1237.389482,,303.751,1.179,15.6666666666667,45.6666666666667,254.7119839,435.530077833333,190,145,1.34058938894737,3.0036557091954,0.082456140350877,0.314942528735632,16.25821174,9.537154989,2.54071316407008,3.00636942675159,1.179,58.1163069544365,23.8285714285714,32.5,42.75,32.5,25,3.04416315789474,2.84081772,8.56922778421053,8.53372056551724,2.93102105263158,2.67742068965517
"Canada, ON (S)",Puslinch_bog,S.fuscum,Gustaf Granath,4,"Moss: S.fusc, S. mag, Grass/Sedge: Eur. Vag, Shrub:  Chamaedaphne calyculata, Oxycoccus oxycoccus",2013-04-24,2013-10-31,25,35,30,30,0.8355,144,1.973,63.585,43.407772,-80.264045,10.34311027,7,23,25,,,,,,72.40177191,237.8915363,258.5777568,,,,,,2014-06-04,2014-10-27,,25,27,30,1.003,196,2.902,78.5,12.32271762,1,29,21,,12.32271762,357.358811,258.7770701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,17.31,18.12,,556.894,388.226,,578.391,411.9185694,,3.1333,2.5625,,10,8,,1628.153279,1237.389482,,303.92,1.179,18.3333333333333,17,189.623688336667,209.486199573333,190,145,0.998019412298246,1.44473241085057,0.096491228070175,0.117241379310345,10.34311027,12.32271762,2.26468506723284,2.4968152866242,1.179,,,30,28.5,30,25,3.04416315789474,2.84081772,8.56922778421053,8.53372056551724,2.93102105263158,2.67742068965517
"Canada, ON (S)",Puslinch_bog,S.magellanicum,Gustaf Granath,1,"Moss:  S. mag,S.fusc, Grass/Sedge: Eur. vag, Shrub:  Chamaedaphne calyculata",2013-04-24,2013-10-31,20,30,23,29,0.4818,85,1.6329,70.84625,43.407924,-80.263684,7.682834307,31,27,20,,,,,,238.1678635,207.4365263,153.6566861,,,,,,2014-06-04,2014-10-27,,25,19,30,0.705,75,1.662,78.5,7.057324841,78,23,,,550.4713376,162.3184713,,,,,,,,,,,,,21.17289337,-30.50576472,,,,2014,0.797,47.67,171,14,0.419,0.21,1.85,3.85,267,0.411,0.142,255,451,0.95,0.044,43,21,17.31,18.12,,556.894,388.226,,578.391,411.9185694,,3.1333,2.5625,,10,8,,1628.153279,1237.389482,,303.784,1.179,26,50.5,199.753691966667,356.39490445,190,145,1.05133522087719,2.45789589275862,0.136842105263158,0.348275862068965,7.682834307,7.057324841,1.19978121636643,0.955414012738854,1.179,59.8117942283563,18.1136363636364,26,24.5,25,25,3.04416315789474,2.84081772,8.56922778421053,8.53372056551724,2.93102105263158,2.67742068965517
"Canada, ON (S)",Puslinch_bog,S.magellanicum,Gustaf Granath,2,"Moss:  S. mag,S.ang?, Shrub:  Chamaedaphne calyculata,Rhododendron groenlandicum, spruce",2013-04-24,2013-10-31,20,25,10,32,0.9919,120,1.6805,63.585,43.408014,-80.263905,8.809729758,39,73,44,,,,,,343.5794606,643.1102723,387.6281094,,,,,,2014-06-04,2014-10-27,,10,16,30,0.861,80,1.591,78.5,6.755838641,33,82,67,,222.9426752,553.9787686,452.641189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,17.31,18.12,,556.894,388.226,,578.391,411.9185694,,3.1333,2.5625,,10,8,,1628.153279,1237.389482,,303.997,1.179,52,60.6666666666667,458.105947433333,409.854210933333,190,145,2.41108393385965,2.82658076505747,0.273684210526316,0.418390804597701,8.809729758,6.755838641,1.88723755602736,1.01910828025478,1.179,,,21,23,22.5,10,3.04416315789474,2.84081772,8.56922778421053,8.53372056551724,2.93102105263158,2.67742068965517
"Canada, ON (S)",Puslinch_bog,S.magellanicum,Gustaf Granath,3,"Moss:  S. mag, Shrub:  Chamaedaphne calyculata, Larch",2013-04-24,2013-10-31,15,20,25,28,1.0311,146,1.6023,78.5,43.408178,-80.264343,6.803821656,28,32,54,,,,,,190.5070064,217.722293,367.4063694,,,,,,2014-06-04,2014-10-27,,20,23,32,0.781,94,1.868,78.5,7.932059448,22,24,49,,174.5053079,190.3694268,388.670913,,,,,,,,,,,,20.61665402,-29.35335509,,,,2014,0.828,47.928,194,12,0.271,0.05,1.39,3.81,256,0.32,0.097,158,388,0.79,0.039,39,23,17.31,18.12,,556.894,388.226,,578.391,411.9185694,,3.1333,2.5625,,10,8,,1628.153279,1237.389482,,303.886,1.179,38,31.6666666666667,258.545222933333,251.181882566667,190,145,1.36076433122807,1.73228884528736,0.2,0.218390804597701,6.803821656,7.932059448,1.85987261146497,1.19745222929936,1.179,57.8840579710145,21.2307692307692,26.5,27.5,17.5,20,3.04416315789474,2.84081772,8.56922778421053,8.53372056551724,2.93102105263158,2.67742068965517
"Canada, ON (S)",Puslinch_bog,S.magellanicum,Gustaf Granath,4,"Moss:  S. mag, S.fusc,  Shrub:  Chamaedaphne calyculata",2013-04-24,2013-10-31,25,30,15,25,0.5407,91,1.2229,70.84625,43.407801,-80.26401,5.753774312,55,45,20,,,,,,316.4575871,258.919844,115.0754862,,,,,,2014-06-04,2014-10-27,,15,18.5,35,1.239,106,1.472,78.5,6.250530786,52,40,40,,325.0276008,250.0212314,250.0212314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,17.31,18.12,,556.894,388.226,,578.391,411.9185694,,3.1333,2.5625,,10,8,,1628.153279,1237.389482,,303.896,1.179,40,44,230.150972433333,275.023354533333,190,145,1.21132090754386,1.89671278988506,0.210526315789474,0.303448275862069,5.753774312,6.250530786,1.28447165516876,1.35031847133758,1.179,,,20,26.75,27.5,15,3.04416315789474,2.84081772,8.56922778421053,8.53372056551724,2.93102105263158,2.67742068965517
